,devs,genders,countries
1358,954380,None,None
1359,132261,male,None
1360,5625,None,None
1361,358801,male,None
1362,1846541,male,united states
1363,152897,None,None
1364,16337,male,united states
1365,79184,male,brazil
1366,84718,male,france
1367,820244,male,None
1368,307005,male,None
1369,141652,male,germany
1370,25154,male,None
1371,1102043,male,chile
1372,156596,male,austria
1373,70520,male,vietnam
1374,80678,None,None
1375,308995,male,poland
1376,1102020,male,germany
1377,38532,male,singapore
1378,260054,male,russia
1379,617462,male,None
1380,163826,None,None
1381,147054,male,germany
1382,47907,male,None
1383,329277,None,None
1384,16249,male,lithuania
1385,129870,male,None
1386,57191,male,united states
1387,34953,male,germany
1388,379826,male,slovenia
1389,1101978,None,None
1390,259208,male,None
1391,428122,male,france
1392,64385,male,None
1393,3986,male,None
1394,4021,male,None
1395,160799,male,united kingdom
1396,64897,male,united kingdom
1397,69950,male,austria
1398,26410,male,united states
1399,1131624,None,None
1400,237589,male,sweden
1401,122859,male,None
1402,11278,male,sweden
1403,126732,male,None
1404,204149,male,united states
1405,44001,male,united states
1406,5905,male,austria
1407,52969,male,south africa
1408,117222,male,south africa
1409,117293,male,south africa
1410,63737,male,None
1411,60633,male,south africa
1412,52991,male,None
1413,210591,male,None
1414,210594,male,None
1415,245162,male,singapore
1416,5177,male,south korea
1417,1463822,male,japan
1418,374907,male,None
1419,91687,male,south korea
1420,591707,male,united states
1421,1247082,male,None
1422,76461,None,None
1423,779970,male,None
1424,2662275,male,None
1425,2479581,male,None
1426,2239650,male,None
1427,1587664,female,None
1428,1666796,female,None
1429,358557,male,None
1430,1590901,female,None
1431,1413524,female,None
1432,277650,male,finland
1433,73461,male,germany
1434,19118,male,germany
1435,503552,male,None
1436,869,male,united states
1437,2988,female,united states
1438,1980,male,None
1439,453615,male,united states
1440,2264,male,united states
1441,19160,male,serbia
1442,389571,male,united states
1443,576094,male,None
1444,80256,male,None
1445,149223,male,None
1446,70857,male,None
1447,2323074,None,None
1448,149222,male,None
1449,987140,male,None
1450,1466936,female,myanmar
1451,165153,male,singapore
1452,745433,None,united states
1453,14692,male,united states
1454,1877281,male,None
1455,28575,male,united states
1456,28596,male,None
1457,175182,male,germany
1458,2292611,male,united states
1459,2208967,male,None
1460,567289,male,None
1461,798804,male,united states
1462,1476877,male,united states
1463,19983,male,None
1464,999516,female,None
1465,1953905,None,None
1466,591356,male,None
1467,2446950,male,None
1468,17838,male,None
1469,155198,male,sweden
1470,64407,male,None
1471,11795,male,italy
1472,1223309,male,None
1473,204468,male,united states
1474,200840,male,None
1475,713003,None,None
1476,369804,male,None
1477,41749,male,united states
1478,41748,female,united states
1479,2173818,male,None
1480,577437,male,None
1481,920227,male,None
1482,1962276,male,None
1483,2017261,female,None
1484,1315041,None,None
1485,893088,male,None
1486,1904170,male,czech republic
1487,1893548,female,None
1488,1511498,male,None
1489,1509255,male,None
1490,2202934,None,None
1491,279109,male,None
1492,15041,female,united states
1493,184679,male,united kingdom
1494,55570,male,None
1495,275651,male,None
1496,1653654,female,None
1497,567886,male,argentina
1498,33248,male,argentina
1499,88377,male,None
1500,292118,male,None
1501,21838,male,None
1502,2880,male,japan
1503,21771,male,sweden
1504,21847,male,poland
1505,2774,None,None
1506,21842,male,None
1507,35594,male,norway
1508,16940,male,germany
1509,166579,None,None
1510,166555,male,None
1511,221528,male,united states
1512,8193,male,united states
1513,2903,male,united states
1514,163030,male,poland
1515,16957,male,None
1516,50591,male,united states
1517,166578,male,canada
1518,9168,None,None
1519,21914,male,poland
1520,157953,male,united kingdom
1521,1313269,male,None
1522,341567,male,united states
1523,1779,male,united states
1524,15262,male,united states
1525,340049,male,united kingdom
1526,16518,male,united kingdom
1527,825745,male,None
1528,2597,male,japan
1529,68412,male,germany
1530,225227,male,canada
1531,86816,male,france
1532,10500,male,united states
1533,26729,male,canada
1534,935357,None,None
1535,2404620,male,None
1536,171876,male,greece
1537,1287493,None,None
1538,2964,male,united states
1539,872596,None,None
1540,1842438,male,canada
1541,507904,male,None
1542,1863666,male,None
1543,27608,male,japan
1544,2799426,None,None
1545,68050,male,united states
1546,379,male,None
1547,322991,male,portugal
1548,151702,male,None
1549,107425,male,united states
1550,162351,None,united states
1551,1742,male,None
1552,43596,male,united states
1553,74249,male,united states
1554,167100,male,united states
1555,394732,male,united states
1556,7087,male,None
1557,750148,male,None
1558,213025,male,united states
1559,48711,male,canada
1560,63001,None,canada
1561,415136,male,united states
1562,227515,male,None
1563,110417,None,brazil
1564,94801,male,united states
1565,238601,male,brazil
1566,15271,male,germany
1567,139169,male,united states
1568,171532,male,None
1569,367984,None,united states
1570,66288,male,None
1571,108558,male,united states
1572,50906,female,canada
1573,226797,male,None
1574,64858,male,united states
1575,28191,male,united states
1576,198497,male,united states
1577,9033,male,None
1578,162291,male,united states
1579,11703,male,united states
1580,4707,male,denmark
1581,311787,male,united kingdom
1582,406990,male,None
1583,1950239,male,None
1584,149121,male,united states
1585,62412,male,None
1586,137523,male,united states
1587,220327,male,united states
1588,271091,male,united states
1589,44299,None,united kingdom
1590,15237,male,japan
1591,30235,male,united states
1592,2377463,male,None
1593,205130,None,japan
1594,15383,male,japan
1595,909799,male,united states
1596,6525,male,japan
1597,1485142,male,russia
1598,154003,male,chile
1599,598192,male,united states
1600,4271,male,united states
1601,353569,male,united states
1602,491024,None,None
1603,31736,male,united states
1604,547100,male,None
1605,54242,male,None
1606,232052,male,None
1607,72130,male,united states
1608,29585,male,united states
1609,76386,male,japan
1610,154028,male,united states
1611,586193,None,None
1612,37387,male,None
1613,52017,male,australia
1614,72204,male,japan
1615,243733,None,None
1616,444999,male,united states
1617,101021,male,australia
1618,435,male,united states
1619,65387,None,None
1620,151686,male,united states
1621,1548192,male,None
1622,1480750,male,None
1623,19641,male,germany
1624,24239,male,israel
1625,130778,male,united states
1626,79932,male,canada
1627,2253459,male,australia
1628,197433,male,None
1629,728566,male,france
1630,61320,male,france
1631,402537,male,france
1632,5325,female,france
1633,402542,female,None
1634,153309,male,france
1635,77615,None,france
1636,402541,female,france
1637,8925,None,germany
1638,19167,male,switzerland
1639,279311,male,germany
1640,1850661,male,None
1641,32738,male,germany
1642,10488,male,united states
1643,926103,male,austria
1644,65226,male,canada
1645,8902,male,canada
1646,36526,male,canada
1647,28416,male,united states
1648,28421,male,united states
1649,28423,male,None
1650,28422,male,None
1651,28427,male,None
1652,1640506,female,None
1653,66970,male,None
1654,64503,male,france
1655,3044668,male,None
1656,69349,male,united states
1657,419142,male,germany
1658,1038496,None,None
1659,2682397,male,None
1660,77246,male,germany
1661,880014,male,None
1662,1081600,male,None
1663,218997,male,None
1664,538240,male,None
1665,538241,male,netherlands
1666,115899,male,spain
1667,148138,male,None
1668,1639421,male,None
1669,1802363,male,None
1670,321795,male,None
1671,123465,male,None
1672,1614129,male,None
1673,117614,male,None
1674,66609,male,None
1675,1614102,male,None
1676,88459,male,None
1677,261084,male,None
1678,926695,male,None
1679,241136,male,united states
1680,69290,male,united states
1681,637724,male,None
1682,637737,male,None
1683,551787,male,None
1684,634768,male,None
1685,707666,male,united kingdom
1686,48395,male,united kingdom
1687,119410,male,united kingdom
1688,67723,None,australia
1689,99636,male,united kingdom
1690,119405,female,united kingdom
1691,92932,male,australia
1692,569333,male,russia
1693,67259,male,russia
1694,1992678,female,None
1695,120375,male,united states
1696,6569,male,germany
1697,195878,male,canada
1698,502660,male,None
1699,72530,male,None
1700,51343,male,None
1701,10992,male,argentina
1702,964370,male,None
1703,961954,male,argentina
1704,10994,male,None
1705,733756,male,None
1706,2131296,male,None
1707,1242776,male,None
1708,2079033,male,None
1709,1977183,male,None
1710,154452,male,None
1711,501398,male,None
1712,2181158,male,None
1713,264614,male,united states
1714,60782,male,germany
1715,27749,male,None
1716,134524,male,None
1717,97927,male,None
1718,110782,male,moldova
1719,69959,male,germany
1720,97876,male,united states
1721,83920,male,united states
1722,7311,male,germany
1723,332711,male,united states
1724,293172,male,united states
1725,69973,male,united states
1726,352170,male,united states
1727,97938,male,russia
1728,28161,male,united states
1729,135303,male,united states
1730,166401,male,netherlands
1731,114230,male,united states
1732,1588607,None,None
1733,84399,male,None
1734,43673,male,united states
1735,14581,female,canada
1736,479405,male,united kingdom
1737,36467,male,united states
1738,94979,male,None
1739,87737,male,None
1740,16525,male,united states
1741,69345,male,None
1742,69392,male,united states
1743,18567,male,united states
1744,253532,male,france
1745,49493,male,united states
1746,69407,male,united states
1747,86021,female,united states
1748,16417,male,united states
1749,39521,male,None
1750,105169,male,None
1751,163386,male,None
1752,16422,male,united states
1753,16511,male,united states
1754,23440,male,united states
1755,18265,male,italy
1756,378929,male,united states
1757,652016,male,france
1758,23419,male,united states
1759,132316,male,canada
1760,255755,male,united states
1761,33881,male,united states
1762,57476,male,None
1763,46729,male,None
1764,11760,male,united states
1765,227269,None,None
1766,774410,male,None
1767,683719,male,None
1768,438432,male,colombia
1769,332763,male,None
1770,774313,male,None
1771,1264363,None,None
1772,315986,male,united states
1773,2228328,male,serbia
1774,479906,male,None
1775,370929,male,united states
1776,2506432,None,None
1777,93389,female,united states
1778,1173715,male,None
1779,222640,male,united states
1780,2380256,male,None
1781,5564,None,None
1782,2670599,None,None
1783,2650892,None,None
1784,390388,male,argentina
1785,519842,female,None
1786,1628145,male,united states
1787,2554106,None,None
1788,341240,male,australia
1789,187303,male,sweden
1790,422771,None,None
1791,1223228,male,None
1792,302070,male,united states
1793,538350,None,None
1794,317414,male,united states
1795,977972,male,united states
1796,1394675,male,None
1797,14286,male,None
1798,68616,male,united states
1799,42971,female,united states
1800,319422,male,united states
1801,1536845,male,None
1802,163253,male,united kingdom
1803,164294,male,denmark
1804,171863,male,brazil
1805,11746,male,germany
1806,68099,male,united states
1807,253337,male,None
1808,12215,male,united kingdom
1809,12221,male,united kingdom
1810,422264,None,None
1811,10673,male,united states
1812,1869,male,brazil
1813,768063,male,None
1814,49418,male,united states
1815,11878,male,sweden
1816,12193,male,latvia
1817,120515,male,None
1818,190406,male,czech republic
1819,12177,None,None
1820,7655,male,sweden
1821,12185,male,brazil
1822,92643,male,united states
1823,12173,male,None
1824,162322,male,united states
1825,12172,male,None
1826,516267,male,canada
1827,48340,male,united states
1828,385227,None,None
1829,176394,male,germany
1830,12168,male,australia
1831,385473,male,None
1832,112104,male,brazil
1833,1583108,male,None
1834,283047,male,None
1835,781119,male,None
1836,856408,female,None
